clean_symbol,token,lotsize,tick_size
HILINFRA,759103,1,1.000000
SYSTMTXC,759355,1,1.000000
ELIQUID,759466,1,1.000000
MOIPO,759891,1,1.000000
JARO,759951,1,5.000000
ARSSBL,759956,1,5.000000
MOMNC,760054,1,1.000000
MIDCAPADD,760356,1,1.000000
DIVIDEND,760412,1,1.000000
BUILDPRO,760594,1,5.000000
HALDER,760715,1,1.000000
GROWWHOSPI,760874,1,1.000000
KWIL,760946,1,1.000000
GROWWPSE,760976,1,1.000000
GICL,761025,1,1.000000
SBIMIDMOM,761095,1,1.000000
ALGOQUANT,761270,1,1.000000
HSBCGOLD,761506,1,1.000000
INNOVISION,761528,1,5.000000
EMPOWER,762670,1,5.000000
HBESD,762712,1,5.000000
LAHOTIOV,762762,1,5.000000
PREMCO,762849,1,5.000000
SHBAJRG,762899,1,5.000000
SHINDL,762904,1,5.000000
WELSPLSOL,762971,1,5.000000
DABUR,772,1,5.000000
ZYDUSLIFE,7929,1,5.000000
CINEVISTA,8024,1,1.000000
MAHLIFE,8050,1,5.000000
CROWN,8083,1,1.000000
DCW,817,1,1.000000
SPENCERS,8163,1,1.000000
CALSOFT,8341,1,1.000000
ELECTCAST,928,1,1.000000
ELGIEQUIP,937,1,5.000000
TRU,9378,1,1.000000
VENUSPIPES,9592,1,5.000000
DELHIVERY,9599,1,5.000000
TRIDENT,9685,1,1.000000
PARADEEP,9741,1,1.000000
ONEPOINT,9939,1,1.000000
MEIL,758748,1,1.000000
SML100CASE,758955,1,1.000000
AHCL,758968,1,1.000000
EPACKPEB,759251,1,1.000000
BLUESTONE,759291,1,5.000000
MOMENTUM30,759488,1,1.000000
MIDWESTLTD,759517,1,10.000000
ORKLAINDIA,759569,1,5.000000
STYL,759934,1,1.000000
ESENSEX,759995,1,1.000000
SRTL,760188,1,1.000000
LGEINDIA,760213,1,10.000000
PNGSREVA,760242,1,5.000000
LEMERITE,760300,1,5.000000
MODINATUR,760277,1,5.000000
GKSL,761197,1,1.000000
RSL,761439,1,1.000000
BCPL,761494,1,1.000000
NIMBSPROJ,761720,1,1.000000
3BBLACKBIO,762518,1,5.000000
BI,762583,1,5.000000
BLIL,762603,1,5.000000
KAMAHOLD,762732,1,5.000000
MAJESAUT,762777,1,5.000000
NEAGI,762812,1,5.000000
QUINT,762854,1,5.000000
RAJPALAYAM,762859,1,5.000000
SHRIKRISH,762909,1,5.000000
SURYALA,762924,1,5.000000
WPIL,762978,1,5.000000
MONARCH,7679,1,1.000000
BCONCEPTS,7780,1,1.000000
DALMIASUG,781,1,5.000000
AUTOIETF,7844,1,1.000000
AUTOBEES,7880,1,1.000000
MHLXMIRU,7886,1,1.000000
AWL,8110,1,1.000000
MID150BEES,8506,1,1.000000
GATEWAY,8510,1,1.000000
INDOBORAX,8614,1,1.000000
EICHERMOT,910,1,50.000000
EQUITASBNK,913,1,1.000000
KRITIKA,9288,1,1.000000
AXISCADES,9436,1,10.000000
SAKAR,9539,1,5.000000
POLYCAB,9590,1,50.000000
EMUDHRA,9756,1,5.000000
EUROTEXIND,999,1,1.000000
ESCORTS,958,1,10.000000
KPITTECH,9683,1,5.000000
EVERESTIND,993,1,5.000000
NEOGEN,9917,1,10.000000
SJS,6643,1,10.000000
FOODSIN,6673,1,1.000000
NIPPOBATRY,6782,1,5.000000
GANECOS,6944,1,5.000000
GOCOLORS,6964,1,1.000000
MAHKTECH,7074,1,1.000000
TEGA,7105,1,10.000000
JMA,7109,1,1.000000
COROMANDEL,739,1,10.000000
SUPRIYA,7390,1,5.000000
ALPHA,7412,1,1.000000
MANAKCOAT,7413,1,1.000000
NIFTYADD,7451,1,1.000000
PRIMO,756925,1,1.000000
MOINFRA,757031,1,1.000000
AEGISVOPAK,757336,1,1.000000
HDBFS,757772,1,5.000000
EUROBOND,757953,1,1.000000
GROWWPOWER,758165,1,1.000000
MANUFGBEES,758667,1,1.000000
ELM250,758952,1,1.000000
TRUALT,759210,1,5.000000
BMWVENTLTD,759256,1,1.000000
RUBICON,759316,1,5.000000
PACEDIGITK,759342,1,1.000000
WEWORK,759434,1,5.000000
VIKRAMSOLR,759453,1,1.000000
CANHLIFE,759477,1,1.000000
PWL,759723,1,1.000000
MODIS,759752,1,5.000000
SMALL250,759814,1,1.000000
SOLARWORLD,759929,1,1.000000
GLOTTIS,760116,1,1.000000
MARKOLINES,760204,1,1.000000
CLEANMAX,760183,1,5.000000
KSHINTL,760433,1,5.000000
DEFENCE,761046,1,1.000000
ABSLMSCIN,761066,1,1.000000
INA,761099,1,1.000000
KRISHNADEF,761192,1,5.000000
BANK10ADD,761364,1,1.000000
SHADOWFAX,761469,1,1.000000
VALUE,761511,1,1.000000
GROWWPSUBK,761514,1,1.000000
AARNAV,761821,1,1.000000
GSPCROP,762239,1,5.000000
BNALTD,762613,1,5.000000
COMFINTE,762628,1,5.000000
SHREERAMA,7627,1,1.000000
MADHAVIPL,762767,1,5.000000
NATIONSTD,762807,1,5.000000
PIONRINV,762829,1,5.000000
PRADPME,762839,1,5.000000
SEIL,762889,1,5.000000
ALEMBICLTD,79,1,1.000000
AVANTIFEED,7936,1,10.000000
MALLCOM,7965,1,5.000000
BSHSL,809,1,1.000000
DEVIT,8146,1,1.000000
BLUESTARCO,8311,1,10.000000
DHAMPURSUG,857,1,1.000000
PRIVISCL,8825,1,10.000000
AVROIND,8827,1,1.000000
USHAMART,8840,1,5.000000
KHAICHEM,896,1,1.000000
TNIDETF,8882,1,1.000000
HARIOMPIPE,8968,1,5.000000
INDOAMIN,9116,1,1.000000
TPLPLASTEH,9219,1,1.000000
CAMPUS,9362,1,1.000000
CREATIVEYE,9384,1,1.000000
METROPOLIS,9581,1,5.000000
MEDICO,9667,1,1.000000
